"id","title","author","genre","year","description"
"7886","Five Dialogues: Euthyphro  Apology  Crito  Meno  Phaedo","Plato/G.M.A. Grube/John M. Cooper","Philosophy;Classics;Nonfiction;Academic","2002","A book titled Five Dialogues: Euthyphro  Apology  Crito  Meno  Phaedo written by Plato/G.M.A. Grube/John M. Cooper belonging to the Philosophy;Classics;Nonfiction;Academic genre."
"7887","Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems","Lou Marinoff","Philosophy;Nonfiction;Psychology;Self Help;Health;Literature","2000","A book titled Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems written by Lou Marinoff belonging to the Philosophy;Nonfiction;Psychology;Self Help;Health;Literature genre."
"7888","Republic","Plato/C.D.C. Reeve","Philosophy;Classics;Nonfiction;Politics;History;Academic","2004","A book titled Republic written by Plato/C.D.C. Reeve belonging to the Philosophy;Classics;Nonfiction;Politics;History;Academic genre."
"7889","Plato's Symposium","Plato/Seth Benardete/Allan Bloom","Philosophy;Classics;Nonfiction;Academic","2001","A book titled Plato's Symposium written by Plato/Seth Benardete/Allan Bloom belonging to the Philosophy;Classics;Nonfiction;Academic genre."
"7890","The Symposium","Plato/Christopher Gill","Philosophy;Classics;Nonfiction;Academic","1999","A book titled The Symposium written by Plato/Christopher Gill belonging to the Philosophy;Classics;Nonfiction;Academic genre."
"7891","The Last Days of Socrates","Plato/Hugh Tredennick/Harold Tarrant","Philosophy;Classics;Nonfiction;History;Academic","2003","A book titled The Last Days of Socrates written by Plato/Hugh Tredennick/Harold Tarrant belonging to the Philosophy;Classics;Nonfiction;History;Academic genre."
"7892","Embracing Love  Vol. 4","Youka Nitta","Sequential Art","2007","A book titled Embracing Love  Vol. 4 written by Youka Nitta belonging to the Sequential Art genre."
"7893","Embracing Love  Vol. 5","Youka Nitta","Sequential Art","2007","A book titled Embracing Love  Vol. 5 written by Youka Nitta belonging to the Sequential Art genre."
"7894","Embracing the Love of God: The Path and Promise of Christian Life","James Brian Smith/Richard J. Foster","Nonfiction;Religion","1995","A book titled Embracing the Love of God: The Path and Promise of Christian Life written by James Brian Smith/Richard J. Foster belonging to the Nonfiction;Religion genre."
"7895","Embracing Love  Vol. 6","Youka Nitta","Sequential Art","2008","A book titled Embracing Love  Vol. 6 written by Youka Nitta belonging to the Sequential Art genre."
"7896","Jane Eyre","Charlotte Brontë/Margaret Smith/Sally Shuttleworth","Classics;Fiction;Romance;Historical","2001","A book titled Jane Eyre written by Charlotte Brontë/Margaret Smith/Sally Shuttleworth belonging to the Classics;Fiction;Romance;Historical genre."
"7897","In the Forests of the Night","Amelia Atwater-Rhodes","Young Adult;Fantasy;Paranormal","2000","A book titled In the Forests of the Night written by Amelia Atwater-Rhodes belonging to the Young Adult;Fantasy;Paranormal genre."
"7898","Hawksong (The Kiesha'ra  #1)","Amelia Atwater-Rhodes","Fantasy;Young Adult;Romance;Fantasy","2004","A book titled Hawksong (The Kiesha'ra  #1) written by Amelia Atwater-Rhodes belonging to the Fantasy;Young Adult;Romance;Fantasy genre."
"7899","Demon in My View","Amelia Atwater-Rhodes","Paranormal","2001","A book titled Demon in My View written by Amelia Atwater-Rhodes belonging to the Paranormal genre."
"7900","Shattered Mirror","Amelia Atwater-Rhodes","Young Adult;Fantasy;Paranormal","2003","A book titled Shattered Mirror written by Amelia Atwater-Rhodes belonging to the Young Adult;Fantasy;Paranormal genre."
"7901","Midnight Predator","Amelia Atwater-Rhodes","Young Adult;Fantasy;Paranormal","2003","A book titled Midnight Predator written by Amelia Atwater-Rhodes belonging to the Young Adult;Fantasy;Paranormal genre."
"7902","The Pound Era","Hugh Kenner","Poetry;Criticism","1973","A book titled The Pound Era written by Hugh Kenner belonging to the Poetry;Criticism genre."
"7903","Ricochet","Sandra Brown","Mystery;Romance;Romance","2007","A book titled Ricochet written by Sandra Brown belonging to the Mystery;Romance;Romance genre."
"7904","The Alibi","Sandra Brown","Romance;Mystery;Romance","2006","A book titled The Alibi written by Sandra Brown belonging to the Romance;Mystery;Romance genre."
"7905","A Whole New Light","Sandra Brown","Romance;Romance","2008","A book titled A Whole New Light written by Sandra Brown belonging to the Romance;Romance genre."
"7906","Where There's Smoke","Sandra Brown","Romance;Romance","1994","A book titled Where There's Smoke written by Sandra Brown belonging to the Romance;Romance genre."
"7907","22 Indigo Place","Sandra Brown","Romance;Romance","1997","A book titled 22 Indigo Place written by Sandra Brown belonging to the Romance;Romance genre."
"7908","Led Astray (Hellraisers  #1)","Erin St. Claire/Sandra Brown","Romance;Romance","2005","A book titled Led Astray (Hellraisers  #1) written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7909","Tidings of Great Joy","Sandra Brown","Romance;Romance","1999","A book titled Tidings of Great Joy written by Sandra Brown belonging to the Romance;Romance genre."
"7910","A Secret Splendor","Erin St. Claire/Sandra Brown","Romance;Romance","2006","A book titled A Secret Splendor written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7911","Love Beyond Reason","Rachel Ryan/Sandra Brown","Romance;Romance","2005","A book titled Love Beyond Reason written by Rachel Ryan/Sandra Brown belonging to the Romance;Romance genre."
"7912","Words of Silk","Erin St. Claire/Sandra Brown","Romance;Romance","2005","A book titled Words of Silk written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7913","Two Alone","Erin St. Claire/Sandra Brown","Romance;Romance","2007","A book titled Two Alone written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7914","Not Even for Love","Erin St. Claire/Sandra Brown","Romance;Romance","2004","A book titled Not Even for Love written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7915","Charade","Sandra Brown","Romance;Romance","1995","A book titled Charade written by Sandra Brown belonging to the Romance;Romance genre."
"7916","Exclusive","Sandra Brown","Romance;Romance","1997","A book titled Exclusive written by Sandra Brown belonging to the Romance;Romance genre."
"7917","Send No Flowers (Bed & Breakfast #2)","Sandra Brown","Romance;Romance","2000","A book titled Send No Flowers (Bed & Breakfast #2) written by Sandra Brown belonging to the Romance;Romance genre."
"7918","The Thrill of Victory","Erin St. Claire/Sandra Brown","Romance;Romance","2003","A book titled The Thrill of Victory written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7919","Heaven's Price","Sandra Brown","Romance;Romance","1995","A book titled Heaven's Price written by Sandra Brown belonging to the Romance;Romance genre."
"7920","Riley in the Morning","Sandra Brown","Romance;Romance","2008","A book titled Riley in the Morning written by Sandra Brown belonging to the Romance;Romance genre."
"7921","The Rana Look","Sandra Brown","Romance;Romance","2003","A book titled The Rana Look written by Sandra Brown belonging to the Romance;Romance genre."
"7922","Texas! Sage (Texas! Tyler Family Saga  #3)","Sandra Brown","Romance;Romance","1992","A book titled Texas! Sage (Texas! Tyler Family Saga  #3) written by Sandra Brown belonging to the Romance;Romance genre."
"7923","Temperatures Rising","Sandra Brown","Romance;Romance","2006","A book titled Temperatures Rising written by Sandra Brown belonging to the Romance;Romance genre."
"7924","A Kiss Remembered","Erin St. Claire/Sandra Brown","Romance;Romance","2003","A book titled A Kiss Remembered written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7925","Adam's Fall (Mason Sisters  #2)","Sandra Brown","Romance;Romance","2001","A book titled Adam's Fall (Mason Sisters  #2) written by Sandra Brown belonging to the Romance;Romance genre."
"7926","Seduction by Design","Erin St. Claire/Sandra Brown","Romance;Romance","2002","A book titled Seduction by Design written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7927","Prime Time","Rachel Ryan/Sandra Brown","Romance;Romance","1995","A book titled Prime Time written by Rachel Ryan/Sandra Brown belonging to the Romance;Romance genre."
"7928","Tiger Prince","Erin St. Claire/Sandra Brown","Romance;Romance","1999","A book titled Tiger Prince written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7929","Best Kept Secrets","Sandra Brown","Romance;Romance","2003","A book titled Best Kept Secrets written by Sandra Brown belonging to the Romance;Romance genre."
"7930","Tomorrow's Promise","Sandra Brown","Romance;Romance","2000","A book titled Tomorrow's Promise written by Sandra Brown belonging to the Romance;Romance genre."
"7931","Sweet Anger","Erin St. Claire/Sandra Brown","Romance;Romance","1999","A book titled Sweet Anger written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7932","Demon Rumm","Sandra Brown","Romance;Romance","2005","A book titled Demon Rumm written by Sandra Brown belonging to the Romance;Romance genre."
"7933","Breakfast in Bed (Bed & Breakfast #1)","Sandra Brown","Romance;Romance","1996","A book titled Breakfast in Bed (Bed & Breakfast #1) written by Sandra Brown belonging to the Romance;Romance genre."
"7934","Above and Beyond","Erin St. Claire/Sandra Brown","Romance;Romance","2004","A book titled Above and Beyond written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7935","Fanta C (Mason Sisters  #1)","Sandra Brown","Romance;Romance","1997","A book titled Fanta C (Mason Sisters  #1) written by Sandra Brown belonging to the Romance;Romance genre."
"7936","Relentless Desire","Sandra Brown","Romance;Romance","1983","A book titled Relentless Desire written by Sandra Brown belonging to the Romance;Romance genre."
"7937","Sunny Chandler's Return","Sandra Brown","Romance;Romance","2004","A book titled Sunny Chandler's Return written by Sandra Brown belonging to the Romance;Romance genre."
"7938","Sandra Brown: Three Complete Novels (Best Kept Secrets  Mirror Image  and Slow Heat in Heaven)","Sandra Brown","Romance;Romance","1992","A book titled Sandra Brown: Three Complete Novels (Best Kept Secrets  Mirror Image  and Slow Heat in Heaven) written by Sandra Brown belonging to the Romance;Romance genre."
"7939","The Devil's Own (Hellraiser #2)","Erin St. Claire/Sandra Brown","Romance;Romance","2001","A book titled The Devil's Own (Hellraiser #2) written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7940","The Switch","Sandra Brown","Romance;Mystery;Romance","2001","A book titled The Switch written by Sandra Brown belonging to the Romance;Mystery;Romance genre."
"7941","Play Dirty","Sandra Brown","Romance;Romance","2007","A book titled Play Dirty written by Sandra Brown belonging to the Romance;Romance genre."
"7942","A Secret Splendor","Erin St. Claire/Sandra Brown","Romance;Romance","1996","A book titled A Secret Splendor written by Erin St. Claire/Sandra Brown belonging to the Romance;Romance genre."
"7943","Texas! Trilogy","Sandra Brown","Romance;Contemporary;Fiction;Westerns;Romance","1992","A book titled Texas! Trilogy written by Sandra Brown belonging to the Romance;Contemporary;Fiction;Westerns;Romance genre."
"7944","Betrogen","Sandra Brown","Romance;Mystery;Romance","2003","A book titled Betrogen written by Sandra Brown belonging to the Romance;Mystery;Romance genre."
"7945","Tempest in Eden","Sandra Brown","Romance;Romance","2005","A book titled Tempest in Eden written by Sandra Brown belonging to the Romance;Romance genre."
"7946","The Killing of Monday Brown","Sandra West Prowell","Mystery;Fiction","1996","A book titled The Killing of Monday Brown written by Sandra West Prowell belonging to the Mystery;Fiction genre."
"7947","Un nuevo amanecer","Sandra Brown/Delia Mateovich","Romance;Romance","2002","A book titled Un nuevo amanecer written by Sandra Brown/Delia Mateovich belonging to the Romance;Romance genre."
"7948","Fanta C (Loveswept   #217)","Sandra Brown","Romance;Romance","1987","A book titled Fanta C (Loveswept   #217) written by Sandra Brown belonging to the Romance;Romance genre."
"7949","Anhelos ocultos","Laura  Jordan/Sandra Brown/Camino Estañ Requeni","Romance;Romance","1996","A book titled Anhelos ocultos written by Laura  Jordan/Sandra Brown/Camino Estañ Requeni belonging to the Romance;Romance genre."
"7950","Schöne Lügen","Rachel Ryan/Sandra Brown","Romance;Romance","2001","A book titled Schöne Lügen written by Rachel Ryan/Sandra Brown belonging to the Romance;Romance genre."
"7951","Yesterday  I Cried","Iyanla Vanzant","Nonfiction;Self Help;Spirituality;Inspirational;Biography","2000","A book titled Yesterday  I Cried written by Iyanla Vanzant belonging to the Nonfiction;Self Help;Spirituality;Inspirational;Biography genre."
"7952","The Communist Manifesto","Karl Marx/Friedrich Engels/Gareth Stedman Jones","Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy","2002","A book titled The Communist Manifesto written by Karl Marx/Friedrich Engels/Gareth Stedman Jones belonging to the Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy genre."
"7953","The Communist Manifesto and Other Revolutionary Writings: Marx  Marat  Paine  Mao  Gandhi  and Others","Bob Blaisdell/Karl Marx/Jean-Paul Marat/Tom Paine/Mao Zedong/Mahatma Gandhi","Nonfiction;Philosophy;Politics;History;Sociology;Politics","2003","A book titled The Communist Manifesto and Other Revolutionary Writings: Marx  Marat  Paine  Mao  Gandhi  and Others written by Bob Blaisdell/Karl Marx/Jean-Paul Marat/Tom Paine/Mao Zedong/Mahatma Gandhi belonging to the Nonfiction;Philosophy;Politics;History;Sociology;Politics genre."
"7954","The Communist Manifesto with Related Documents","Karl Marx/Friedrich Engels/John E. Toews","Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy","1999","A book titled The Communist Manifesto with Related Documents written by Karl Marx/Friedrich Engels/John E. Toews belonging to the Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy genre."
"7955","The Communist Manifesto","Karl Marx/Friedrich Engels/Phil Gasper","Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy","2005","A book titled The Communist Manifesto written by Karl Marx/Friedrich Engels/Phil Gasper belonging to the Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy genre."
"7956","The Communist Manifesto","Karl Marx/Friedrich Engels","Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy","2005","A book titled The Communist Manifesto written by Karl Marx/Friedrich Engels belonging to the Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy genre."
"7957","The Communist Manifesto and Other Writings","Karl Marx/Friedrich Engels/Martin Puchner","Philosophy;Politics;Nonfiction;Classics;History;Economics;Writing","2005","A book titled The Communist Manifesto and Other Writings written by Karl Marx/Friedrich Engels/Martin Puchner belonging to the Philosophy;Politics;Nonfiction;Classics;History;Economics;Writing genre."
"7958","The Communist Manifesto","Karl Marx/Friedrich Engels/Samuel Moore","Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy","1948","A book titled The Communist Manifesto written by Karl Marx/Friedrich Engels/Samuel Moore belonging to the Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy genre."
"7959","The Communist Manifesto (Great Ideas)","Karl Marx/Gareth Stedman Jones/Friedrich Engels","Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy","2006","A book titled The Communist Manifesto (Great Ideas) written by Karl Marx/Gareth Stedman Jones/Friedrich Engels belonging to the Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy genre."
"7960","Paula Spencer","Roddy Doyle","Fiction;Cultural","2007","A book titled Paula Spencer written by Roddy Doyle belonging to the Fiction;Cultural genre."
"7961","Paddy Clarke Ha Ha Ha","Roddy Doyle","Fiction;Cultural","1998","A book titled Paddy Clarke Ha Ha Ha written by Roddy Doyle belonging to the Fiction;Cultural genre."
"7962","Introducing Sartre (Introducing... S.)","Philip Thody/Howard Read","Philosophy;Nonfiction;Biography;Sequential Art","2002","A book titled Introducing Sartre (Introducing... S.) written by Philip Thody/Howard Read belonging to the Philosophy;Nonfiction;Biography;Sequential Art genre."
"7963","Colonialism and Neocolonialism","Jean-Paul Sartre/Azzedine Haddour","Philosophy;Nonfiction;Politics;History;Writing","2006","A book titled Colonialism and Neocolonialism written by Jean-Paul Sartre/Azzedine Haddour belonging to the Philosophy;Nonfiction;Politics;History;Writing genre."
"7964","Tête-à-Tête: Simone de Beauvoir and Jean-Paul Sartre","Hazel Rowley","Biography;Nonfiction;Philosophy;History;Feminism;Biography Memoir;Cultural","2005","A book titled Tête-à-Tête: Simone de Beauvoir and Jean-Paul Sartre written by Hazel Rowley belonging to the Biography;Nonfiction;Philosophy;History;Feminism;Biography Memoir;Cultural genre."
"7965","Jean-Paul Sartre: (The Giants of Philosophy)","John  Compton/Charlton Heston","Philosophy;Nonfiction;Biography;Audiobook;History","2006","A book titled Jean-Paul Sartre: (The Giants of Philosophy) written by John  Compton/Charlton Heston belonging to the Philosophy;Nonfiction;Biography;Audiobook;History genre."
"7966","Observations on the Feeling of the Beautiful and Sublime","Immanuel Kant/John T. Goldthwait","Philosophy;Nonfiction;Art;Cultural","2004","A book titled Observations on the Feeling of the Beautiful and Sublime written by Immanuel Kant/John T. Goldthwait belonging to the Philosophy;Nonfiction;Art;Cultural genre."
"7967","A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful","Edmund Burke/Adam Phillips","Philosophy;Nonfiction;Art;Classics;Literature","1998","A book titled A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful written by Edmund Burke/Adam Phillips belonging to the Philosophy;Nonfiction;Art;Classics;Literature genre."
"7968","American Sublime: Poems","Elizabeth Alexander","Poetry;Literature","2005","A book titled American Sublime: Poems written by Elizabeth Alexander belonging to the Poetry;Literature genre."
"7969","Beauty and the Contemporary Sublime","Jeremy Gilbert-Rolfe","Nonfiction;Philosophy","1999","A book titled Beauty and the Contemporary Sublime written by Jeremy Gilbert-Rolfe belonging to the Nonfiction;Philosophy genre."
"7970","Cigarettes Are Sublime","Richard Klein","Nonfiction;History;Philosophy;Writing","1995","A book titled Cigarettes Are Sublime written by Richard Klein belonging to the Nonfiction;History;Philosophy;Writing genre."
"7971","The Art of the Ridiculous Sublime: On David Lynch's Lost Highway","Slavoj Žižek/Marek Wieczorek","Philosophy;Culture","2000","A book titled The Art of the Ridiculous Sublime: On David Lynch's Lost Highway written by Slavoj Žižek/Marek Wieczorek belonging to the Philosophy;Culture genre."
"7972","Why Orwell Matters","Christopher Hitchens","Nonfiction;Biography;Politics;History;Philosophy;Writing","2003","A book titled Why Orwell Matters written by Christopher Hitchens belonging to the Nonfiction;Biography;Politics;History;Philosophy;Writing genre."
"7973","Shooting an Elephant","George Orwell","Nonfiction;Classics;Writing","2003","A book titled Shooting an Elephant written by George Orwell belonging to the Nonfiction;Classics;Writing genre."
"7974","Ape and Essence","Aldous Huxley","Fiction;Science Fiction;Science Fiction","1992","A book titled Ape and Essence written by Aldous Huxley belonging to the Fiction;Science Fiction;Science Fiction genre."
"7975","Complete Essays 1  1920-25","Aldous Huxley/Robert S. Baker/James Sexton","Writing","2000","A book titled Complete Essays 1  1920-25 written by Aldous Huxley/Robert S. Baker/James Sexton belonging to the Writing genre."
"7976","The Mottled Lizard","Elspeth Huxley","Cultural","1986","A book titled The Mottled Lizard written by Elspeth Huxley belonging to the Cultural genre."
"7977","Complete Essays 4  1936-38","Aldous Huxley/Robert S. Baker/James Sexton","Writing","2001","A book titled Complete Essays 4  1936-38 written by Aldous Huxley/Robert S. Baker/James Sexton belonging to the Writing genre."
"7978","Plato in 90 Minutes","Paul Strathern","Philosophy;Nonfiction;History;Biography;Audiobook;Biography Memoir;Psychology;Religion;Politics;Classics","1996","A book titled Plato in 90 Minutes written by Paul Strathern belonging to the Philosophy;Nonfiction;History;Biography;Audiobook;Biography Memoir;Psychology;Religion;Politics;Classics genre."
"7979","The Atlantis Dialogue","Plato/Aaron Shepard/Benjamin Jowett","Philosophy;Classics;Nonfiction;Drama","2001","A book titled The Atlantis Dialogue written by Plato/Aaron Shepard/Benjamin Jowett belonging to the Philosophy;Classics;Nonfiction;Drama genre."
"7980","Cancer Ward","Aleksandr Solzhenitsyn/Nicholas Bethell/David Burg","Fiction;Classics;Cultural","1995","A book titled Cancer Ward written by Aleksandr Solzhenitsyn/Nicholas Bethell/David Burg belonging to the Fiction;Classics;Cultural genre."
"7981","Despair","Vladimir Nabokov","Fiction;Classics;Cultural","2000","A book titled Despair written by Vladimir Nabokov belonging to the Fiction;Classics;Cultural genre."
"7982","Cliffs of Despair: A Journey to Suicide's Edge","Tom Hunt","Nonfiction;Psychology","2007","A book titled Cliffs of Despair: A Journey to Suicide's Edge written by Tom Hunt belonging to the Nonfiction;Psychology genre."
"7983","Inconceivable: A Woman's Triumph Over Despair and Statistics","Julia Indichova/Christiane Northrup","Nonfiction;Health;Autobiography","2001","A book titled Inconceivable: A Woman's Triumph Over Despair and Statistics written by Julia Indichova/Christiane Northrup belonging to the Nonfiction;Health;Autobiography genre."
"7984","Diary of a Man in Despair","Friedrich Reck-Malleczewen/Paul Rubens/Richard J. Evans","History;Nonfiction;Autobiography","2013","A book titled Diary of a Man in Despair written by Friedrich Reck-Malleczewen/Paul Rubens/Richard J. Evans belonging to the History;Nonfiction;Autobiography genre."
"7985","Winston S. Churchill  Volume VIII: 'Never Despair ' 1945-1965","Martin  Gilbert","Biography;History;Nonfiction;Politics;War","1988","A book titled Winston S. Churchill  Volume VIII: 'Never Despair ' 1945-1965 written by Martin  Gilbert belonging to the Biography;History;Nonfiction;Politics;War genre."
"7986","Pnin","Vladimir Nabokov/David Lodge","Fiction;Classics;Cultural","2004","A book titled Pnin written by Vladimir Nabokov/David Lodge belonging to the Fiction;Classics;Cultural genre."
"7987","The Hunchback of Notre-Dame","Victor Hugo/Walter J. Cobb","Classics;Fiction;Historical","2001","A book titled The Hunchback of Notre-Dame written by Victor Hugo/Walter J. Cobb belonging to the Classics;Fiction;Historical genre."
"7988","The Hunchback of Notre-Dame","Victor Hugo/Catherine Liu/Elizabeth McCracken","Classics;Fiction;Historical","2004","A book titled The Hunchback of Notre-Dame written by Victor Hugo/Catherine Liu/Elizabeth McCracken belonging to the Classics;Fiction;Historical genre."
"7989","The Art of the Hunchback of Notre Dame","Stephen Rebello/Walt Disney Company","Art;Nonfiction;Reference;Culture","1997","A book titled The Art of the Hunchback of Notre Dame written by Stephen Rebello/Walt Disney Company belonging to the Art;Nonfiction;Reference;Culture genre."
"7990","Art and Culture: Critical Essays","Clement Greenberg/Janice Horne","Art;Writing","1971","A book titled Art and Culture: Critical Essays written by Clement Greenberg/Janice Horne belonging to the Art;Writing genre."
"7991","Readings for Meditation and Reflection","C.S. Lewis/Walter Hooper","Christian;Nonfiction;Religion","1996","A book titled Readings for Meditation and Reflection written by C.S. Lewis/Walter Hooper belonging to the Christian;Nonfiction;Religion genre."
"7992","C.S. Lewis and the Catholic Church","Joseph Pearce","Religion;Biography;Christianity","2004","A book titled C.S. Lewis and the Catholic Church written by Joseph Pearce belonging to the Religion;Biography;Christianity genre."
"7993","The Collected Letters of C.S. Lewis  Volume 1: Family Letters  1905-1931","C.S. Lewis/Walter Hooper","Religion;Nonfiction;Biography;Christian;Religion","2004","A book titled The Collected Letters of C.S. Lewis  Volume 1: Family Letters  1905-1931 written by C.S. Lewis/Walter Hooper belonging to the Religion;Nonfiction;Biography;Christian;Religion genre."
"7994","Letters to Children","C.S. Lewis/Lyle Wesley Dorsett/Marjorie Lamp Mead/Douglas Gresham","Nonfiction;Christian;Religion","1999","A book titled Letters to Children written by C.S. Lewis/Lyle Wesley Dorsett/Marjorie Lamp Mead/Douglas Gresham belonging to the Nonfiction;Christian;Religion genre."
"7995","Cartas del diablo a su sobrino","C.S. Lewis/Miguel Marias","Fiction;Classics;Christian;Religion;Religion","2006","A book titled Cartas del diablo a su sobrino written by C.S. Lewis/Miguel Marias belonging to the Fiction;Classics;Christian;Religion;Religion genre."
"7996","The Four Loves","C.S. Lewis","Christian;Nonfiction;Religion","2002","A book titled The Four Loves written by C.S. Lewis belonging to the Christian;Nonfiction;Religion genre."
"7997","What Christians Believe","C.S. Lewis","Christian;Nonfiction;Religion","2005","A book titled What Christians Believe written by C.S. Lewis belonging to the Christian;Nonfiction;Religion genre."
"7998","C. S. Lewis: Life  Works  and Legacy","Bruce L. Edwards/Diana Pavlac Glyer","Nonfiction","2007","A book titled C. S. Lewis: Life  Works  and Legacy written by Bruce L. Edwards/Diana Pavlac Glyer belonging to the Nonfiction genre."
"7999","Mere Christianity: Abolition of Man (Bonus Feature)","C.S. Lewis/Geoffrey Howard/Robert Whitefield/Robert Whitfield","Audiobook","2006","A book titled Mere Christianity: Abolition of Man (Bonus Feature) written by C.S. Lewis/Geoffrey Howard/Robert Whitefield/Robert Whitfield belonging to the Audiobook genre."
"8000","The Art of Listening","Erich Fromm/Rainer Funk","Psychology;Nonfiction;Philosophy;Self Help;Relationships;Psychology","1998","A book titled The Art of Listening written by Erich Fromm/Rainer Funk belonging to the Psychology;Nonfiction;Philosophy;Self Help;Relationships;Psychology genre."
"8001","Beyond the Chains of Illusion: My Encounter with Marx and Freud","Erich Fromm/Rainer Funk","Psychology;Philosophy;Nonfiction;Sociology;Psychology","2006","A book titled Beyond the Chains of Illusion: My Encounter with Marx and Freud written by Erich Fromm/Rainer Funk belonging to the Psychology;Philosophy;Nonfiction;Sociology;Psychology genre."
"8002","The Art of Loving by Erich Fromm: A True Story of a Japanese Woman","Lala Okamoto","Unknown","2006","A book titled The Art of Loving by Erich Fromm: A True Story of a Japanese Woman written by Lala Okamoto belonging to the Unknown genre."
"8003","Marx's Concept of Man","Erich Fromm/T.B. Bottomore","Philosophy;Psychology;Politics;Nonfiction;Sociology;Philosophy","2004","A book titled Marx's Concept of Man written by Erich Fromm/T.B. Bottomore belonging to the Philosophy;Psychology;Politics;Nonfiction;Sociology;Philosophy genre."
"8004","Meditations on First Philosophy","René Descartes/Donald A. Cress","Philosophy;Nonfiction;Classics;Cultural","1993","A book titled Meditations on First Philosophy written by René Descartes/Donald A. Cress belonging to the Philosophy;Nonfiction;Classics;Cultural genre."
"8005","Meditations","Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay","Philosophy;Nonfiction;Classics;History;Self Help;Psychology;Self Help","2006","A book titled Meditations written by Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay belonging to the Philosophy;Nonfiction;Classics;History;Self Help;Psychology;Self Help genre."
"8006","Gulliver's Travels","Jonathan Swift/YKids","Classics;Fiction;Fantasy;Adventure;Literature;Novels;Classics","2007","A book titled Gulliver's Travels written by Jonathan Swift/YKids belonging to the Classics;Fiction;Fantasy;Adventure;Literature;Novels;Classics genre."
"8007","The Sleepwalkers: A History of Man's Changing Vision of the Universe","Arthur Koestler/Herbert Butterfield","Science;History;Nonfiction;Philosophy;Science","1990","A book titled The Sleepwalkers: A History of Man's Changing Vision of the Universe written by Arthur Koestler/Herbert Butterfield belonging to the Science;History;Nonfiction;Philosophy;Science genre."
"8008","Darkness at Noon","Arthur Koestler/Daphne Hardy","Fiction;Classics;Historical","2006","A book titled Darkness at Noon written by Arthur Koestler/Daphne Hardy belonging to the Fiction;Classics;Historical genre."
"8009","The Thirteenth Tribe","Arthur Koestler","History;Nonfiction;Religion;Politics;Literature","1977","A book titled The Thirteenth Tribe written by Arthur Koestler belonging to the History;Nonfiction;Religion;Politics;Literature genre."
"8010","The Act of Creation","Arthur Koestler","Psychology;Philosophy;Nonfiction;Art;Science;History;Language","1990","A book titled The Act of Creation written by Arthur Koestler belonging to the Psychology;Philosophy;Nonfiction;Art;Science;History;Language genre."
"8011","The Ghost in the Machine","Arthur Koestler","Philosophy;Psychology;Nonfiction;Science;History;Sociology;Biology","1990","A book titled The Ghost in the Machine written by Arthur Koestler belonging to the Philosophy;Psychology;Nonfiction;Science;History;Sociology;Biology genre."
"8012","The Case of the Midwife Toad","Arthur Koestler","Science;Nonfiction;History;Biology","1973","A book titled The Case of the Midwife Toad written by Arthur Koestler belonging to the Science;Nonfiction;History;Biology genre."
"8013","The Invisible Writing","Arthur Koestler","History;Nonfiction;Biography;Autobiography","2005","A book titled The Invisible Writing written by Arthur Koestler belonging to the History;Nonfiction;Biography;Autobiography genre."
